PMID	Title	Countries	Affiliation_Count
23148085	Sex selection of sperm in farm animals: status report and developmental prospects.	Germany	1
23148086	Anastrozole and celecoxib for endometriosis treatment, good to keep them apart?	Argentina	1
23148087	Tumour necrosis factor-α is the signal induced by mating to shutdown a 2-methoxyestradiol nongenomic...	Chile	1
23148088	Intron-derived aberrant splicing of A20 transcript in rheumatoid arthritis.	South Korea	1
23148089	Factors limiting participation in arthritis self-management programmes: an exploration of barriers a...	Australia	1
23148090	Long-term data on corticosteroids and mycophenolate mofetil treatment in lupus nephritis.	Other	1
23148091	Interaction between oxidative stress and smoking is associated with an increased risk of rheumatoid ...	Spain	1
23148092	Survival of lupus patients on dialysis: a Brazilian cohort.	Brazil	1
23148094	Cauliform bacteria lacking phospholipids from an abyssal hydrothermal vent: proposal of Glycocaulis ...	Canada; Germany; Belgium	4
23148096	Description of Acidovorax wautersii sp. nov. to accommodate clinical isolates and an environmental i...	United Kingdom; Belgium	5
23148093	The association of a La module with the PABP-interacting motif PAM2 is a recurrent evolutionary proc...	France	1
23148095	Modestobacter roseus sp. nov., an endophytic actinomycete isolated from the coastal halophyte Salico...	China	10
23148097	Aspergillus waksmanii sp. nov. and Aspergillus marvanovae sp. nov., two closely related species in s...	United States; Japan; Czech Republic; Denmark	8
23148100	Sphingobacterium caeni sp. nov., isolated from activated sludge.	China	5
23148099	Spirochaeta sphaeroplastigenens sp. nov., a halo-alkaliphilic, obligately anaerobic spirochaete isol...	India	5
23148098	Flavobacterium squillarum sp. nov., isolated from a freshwater shrimp culture pond, and emended desc...	Other	3
23148101	Paramoritella sediminis sp. nov., isolated from marine sediment, and emended descriptions of the gen...	South Korea	5
23148102	Thalassolituus marinus sp. nov., a hydrocarbon-utilizing marine bacterium.	South Korea	2
23148103	Rubrivirga marina gen. nov., sp. nov., a member of the family Rhodothermaceae isolated from deep sea...	South Korea; Japan	6
23148104	Methylophaga nitratireducenticrescens sp. nov. and Methylophaga frappieri sp. nov., isolated from th...	Canada	4
23148108	Demographic and health surveys: a profile.	United States	1
23148107	Correction for population stratification in random forest analysis.	United States	1
23148109	Effects of the UK Biobank collection protocol on potential biomarkers in saliva.	United Kingdom	1
23148106	Body mass index in relation to oesophageal and oesophagogastric junction adenocarcinomas: a pooled a...	United States	1
23148111	A child with severe stridor.	Other	1
23148113	The diagnostic potential of static body-sway recording in orthodontics: a systematic review.	Italy	1
23148110	Assessment of knowledge and attitudes regarding automated external defibrillators and cardiopulmonar...	United States	1
23148112	Stress distribution and displacement by different bone-borne palatal expanders with micro-implants: ...	South Korea; United States	7
23148114	Influence of sucking habits and breathing pattern on palatal constriction in unilateral posterior cr...	Other	1
23148115	Molecular changes in detrained & retrained adult jaw muscle.	Sweden	1
23148117	Cost-of-illness study of patients subjected to cardiac rhythm management devices implantation: resul...	Greece	1
23148116	The impact of multivessel disease with and without a co-existing chronic total occlusion on short- a...	Netherlands	1
23148118	Areas with complex fractionated atrial electrograms recorded after pulmonary vein isolation represen...	United States	1
23148119	Diagnostic yield of FDG positron-emission tomography/computed tomography in patients with CEID infec...	France	1
23148120	Incidence and prognostic significance of spontaneous and inducible antidromic tachycardia.	France	1
23148121	Assessing primary care in Austria: room for improvement.	Austria	1
23148122	Letter to the editor regarding the report of Duboc et al: Connecting dysbiosis, bile-acid dysmetabol...	No Affiliation Info	0
23148126	Z-Group ketone chain transfer agents for RAFT polymer nanoparticle modification via hydrazone conjug...	Other	1
23148128	The cochlea as a smart structure.	United Kingdom	1
23148127	How Bacteria Adhere to Brushy PEG Surfaces: Clinging to Flaws and Compressing the Brush.	Other	1
23148105	Heterogeneity in outcomes of treated HIV-positive patients in Europe and North America: relation wit...	United Kingdom	1
23148125	A genome-wide study shows a limited contribution of rare copy number variants to Alzheimer's disease...	United Kingdom	1
23148129	Temporal Differences in Remarriage Timing: Comparing Divorce and Widowhood.	United States	1
23148130	Comparing the Glance Patterns of Older versus Younger Experienced Drivers: Scanning for Hazards whil...	Other	1
23148131	Reply to Comment on "Sloppy models, parameter uncertainty, and the role of experimental design"	United States	1
23148133	UTIs in small animal patients: part 1: etiology and pathogenesis.	United States	1
23148132	Laparoscopic splenic biopsy in dogs and cats: 15 cases (2006-2008).	United States	1
23148136	Treatment of afibrinogenemia in a chihuahua.	United States	1
23148143	Therapeutic Advances in Endocrinology and Metabolism: new crossroads in innovation, research, and cl...	No Affiliation Info	0
23148134	Effect of a combined aspiration and core biopsy technique on quality of core bone marrow specimens.	United States	1
23148144	Advances in the treatment of prediabetes.	United States	1
23148142	Psychotropic effects of antimicrobials and immune modulation by psychotropics: implications for neur...	United States	1
23148135	Persistent regurgitation in four dogs with caudal esophageal neoplasia.	United States	1
23148141	Duodenogastric intussusception with concurrent gastric foreign body in a dog: a case report and lite...	United States	1
23148146	Therapeutic perspective: starting an angiotensin-converting enzyme inhibitor or angiotensin II recep...	Australia	1
23148137	An intrapericardial technique for PDA ligation: surgical description and clinical outcome in 35 dogs...	United States	1
23148145	Evidence for statin therapy in polycystic ovary syndrome.	United Kingdom	1
23148139	Assessment of dental abnormalities by full-mouth radiography in small breed dogs.	South Korea	1
23148138	Comparison of two portable lactate meters in dogs.	United States	1
23148140	Systemic hypertension and hypertensive retinopathy following PPA overdose in a dog.	United States	1
23148147	Endocrine and metabolic emergencies: hypocalcaemia.	United States	1
23148148	The metabolic syndrome: what's in a name?	No Affiliation Info	0
23148149	No accord for the ACCORD-Lipid trial results.	United Kingdom	1
23148150	Hydroxyoctadecadienoic acids: novel regulators of macrophage differentiation and atherogenesis.	Australia	1
23148154	Something old, something new….	No Affiliation Info	0
23148151	The evolving world of GLP-1 agonist therapies for type 2 diabetes.	No Affiliation Info	0
23148153	Developing therapies for the metabolic syndrome: challenges, opportunities, and… the unknown.	No Affiliation Info	0
23148155	Advances in the treatment of nonalcoholic fatty liver disease.	No Affiliation Info	0
23148156	Role of metformin in the management of polycystic ovary syndrome.	No Affiliation Info	0
23148159	The rejuvenation of testosterone: philosopher's stone or Brown-Séquard Elixir?	No Affiliation Info	0
23148152	Novel insights on diagnosis, cause and treatment of diabetic neuropathy: focus on painful diabetic n...	United Kingdom	1
23148158	Endocrine and metabolic emergencies: thyroid storm.	United States	1
23148157	Replication of cortisol circadian rhythm: new advances in hydrocortisone replacement therapy.	United Kingdom	1
23148163	Primary hyperparathyroidism: just how 'primary' is it really?	United Kingdom	1
23148160	Testosterone therapy for reduced libido in women.	No Affiliation Info	0
23148161	Free fatty acid receptors: emerging targets for treatment of diabetes and its complications.	Australia	1
23148162	Therapeutic approaches for lysosomal storage diseases.	No Affiliation Info	0
23148164	New perspectives in the management of primary hyperparathyroidism.	United Kingdom	1
23148167	Hyperglycemia in-hospital management.	No Affiliation Info	0
23148166	Endocrine and metabolic emergencies: hypercalcaemia.	United States	1
23148165	Testosterone and the metabolic syndrome.	United Kingdom	1
23148169	Near-Normalization of Glucose and Microvascular Diabetes Complications: Data from ACCORD and ADVANCE...	United States	1
23148168	Prevention of Type 1 Diabetes Mellitus using a Novel Vaccine.	Hungary	1
23148171	Challenges in β(3)-Adrenoceptor Agonist Drug Development.	No Affiliation Info	0
23148173	Endocrine and metabolic emergencies: hypoglycaemia.	United Kingdom	1
23148170	Review of therapeutic advances in diabetic retinopathy.	United States	1
23148174	Reaction to the recent publication by rosemary basson entitled 'testosterone therapy for reduced lib...	United States	1
23148172	β(3) Receptors: Role in Cardiometabolic Disorders.	India	1
23148175	Response to dr simes and dr snabes.	No Affiliation Info	0
23148176	Effect of Natural Products on Commercial Oral Antidiabetic Drugs in Enhancing 2-Deoxyglucose Uptake ...	India	1
23148177	Management of amiodarone-related thyroid problems.	United Kingdom	1
